Zip_Code,Population,White,Black,Native_American,Asian,Hawaiian_Pacific_Islander,Other,Latino,Mixed_Race
5358,166,164,0,0,0,0,0,2,0
5359,487,446,0,0,3,0,0,6,64
5360,199,196,0,0,0,0,0,0,6
5361,1066,1053,2,0,0,0,0,3,16
5362,55,55,0,0,0,0,0,0,0
5363,1926,1801,0,0,16,0,0,45,128
5401,28746,23844,1803,72,1686,10,67,761,1006
5403,18467,16029,501,134,666,0,20,829,576
5404,7203,5675,312,13,836,0,82,200,170
5405,4296,3676,73,5,270,0,0,155,234
5408,9694,7831,448,32,712,0,0,327,688
5439,1572,1361,74,0,42,3,0,78,28
5440,1648,1590,13,0,12,0,0,12,42
5441,931,875,8,24,0,0,0,8,32
5442,393,347,0,2,2,0,0,22,40
5443,6872,6587,63,9,88,0,0,45,160
5444,1701,1640,0,3,0,0,0,41,34
5445,3818,3740,33,0,11,0,0,11,46
5446,15756,14799,154,21,283,0,8,214,554
5447,92,86,0,0,0,0,0,0,12
5448,950,929,0,0,3,0,0,6,24
5450,5034,4742,81,24,3,0,0,109,150
5452,21012,18741,407,15,1047,0,26,433,686
5454,4904,4727,0,0,0,0,0,42,270
5455,1045,1029,0,3,0,0,0,4,18
5456,1204,1168,1,0,0,0,0,18,34
5457,1549,1508,0,6,12,4,0,3,32
5458,2205,1995,0,18,3,0,0,40,298
5459,1783,1723,0,31,0,0,0,0,58
5461,4624,4443,13,0,0,11,0,15,284
5462,1914,1884,0,0,9,0,0,15,12
5463,494,476,0,0,3,0,0,5,20
5464,3281,3187,0,6,9,0,0,45,68
5465,5476,5301,38,26,17,0,0,51,86
5468,13557,12958,32,0,144,21,0,163,478
5471,837,780,0,8,0,0,0,49,0
5472,1663,1609,0,0,8,0,0,46,0
5473,1365,1321,7,0,0,0,0,13,48
5474,968,891,0,8,1,0,8,39,42
5476,3102,2958,0,31,0,0,0,39,148
5477,4510,4318,1,2,91,0,0,18,160
5478,14935,13898,197,12,129,0,190,138,742
5481,0,0,0,0,0,0,0,0,0
5482,7730,7254,49,19,60,0,0,244,208
5483,1522,1469,0,0,0,0,0,53,0
5485,82,82,0,0,0,0,0,0,0
5486,1635,1527,0,24,14,0,0,28,84
5487,1553,1444,10,0,28,0,18,27,52
5488,8040,7381,16,117,4,0,0,87,870
5489,3247,3128,8,10,22,0,0,5,148
5491,5802,5625,18,18,5,0,0,98,76
5492,746,719,6,0,0,0,0,0,42
5494,1785,1687,0,9,52,0,0,27,20
5495,9992,9224,145,11,186,0,37,155,468
5602,11709,11004,187,18,66,0,0,206,456
5640,117,115,0,0,0,0,0,0,4
5641,16413,15568,139,1,62,0,0,351,584
5647,1053,980,0,0,21,0,6,0,92
5648,395,390,0,0,0,0,5,0,0
5649,533,523,0,0,0,0,0,2,16
5650,1196,1083,0,0,6,0,0,52,110
5651,1414,1294,12,0,4,0,0,60,88
5652,855,821,5,0,0,0,0,0,58
5653,399,394,0,0,3,0,0,0,4
5654,933,839,42,0,16,0,0,0,72
5655,2955,2834,0,15,49,0,0,23,68
5656,3614,3424,61,24,4,0,0,65,72
5657,69,69,0,0,0,0,0,0,0
5658,1544,1468,0,0,6,0,0,37,66
5660,1782,1673,0,60,3,4,0,16,52
5661,5810,5463,113,30,0,0,0,117,174
5663,6748,6402,46,34,17,7,0,183,118
5664,180,180,0,0,0,0,0,0,0
5667,2164,2006,14,0,48,4,0,23,138
5669,654,633,0,2,3,0,0,16,0
5672,4406,4090,23,128,94,0,0,49,44
5673,2494,2343,8,0,31,0,15,38,118
5674,1716,1678,12,0,4,0,0,11,22
5675,1192,1059,19,0,8,0,0,74,64
5676,4887,4715,0,13,54,0,10,49,92
5677,2255,2044,0,0,46,0,0,46,238
5678,192,192,0,0,0,0,0,0,0
5679,3476,3439,0,9,0,0,0,9,38
5680,2192,2125,6,0,0,0,0,46,30
5681,420,395,0,0,0,2,0,0,46
5682,1161,1097,8,32,2,0,2,4,32
5701,19984,18779,302,31,346,0,8,307,422
5730,293,287,0,0,6,0,0,0,0
5732,923,918,0,0,0,0,0,0,10
5733,5911,5706,6,71,44,0,0,66,36
5734,1328,1189,41,6,20,0,0,49,46
5735,4097,3939,25,25,26,0,0,37,90
5736,701,701,0,0,0,0,0,0,0
5737,814,803,0,0,5,0,0,6,0
5738,1176,1130,0,3,10,0,0,0,66
5739,1490,1446,0,8,2,0,2,28,8
5740,25,25,0,0,0,0,0,0,0
5742,606,606,0,0,0,0,0,0,0
5743,4025,3816,0,10,59,0,0,98,84
5744,720,694,0,0,0,0,26,0,0
5747,310,304,0,2,4,0,0,0,0
5748,300,277,0,0,2,0,15,2,8
5751,709,675,0,0,28,0,0,0,12
5753,10454,9066,158,20,525,0,6,348,662
5757,890,866,0,0,7,0,0,10,14
5758,702,702,0,0,0,0,0,0,0
5759,1670,1511,26,0,31,0,0,84,36
5760,1199,1155,11,0,10,0,18,0,10
5761,1020,975,12,0,0,0,0,33,0
5762,412,412,0,0,0,0,0,0,0
5763,2665,2547,15,28,41,0,0,24,20
5764,3349,3178,37,0,13,0,3,54,128
5765,1668,1612,13,0,5,0,0,24,28
5766,594,532,0,18,0,0,0,36,16
5767,1061,1040,2,0,0,0,0,5,28
5769,1109,1065,6,1,21,0,0,8,16
5770,1088,982,4,13,0,0,0,78,22
5772,660,652,0,0,3,0,0,3,4
5773,2180,2146,0,6,3,0,0,17,16
5774,947,931,0,0,6,0,0,0,20
5775,502,462,15,25,0,0,0,0,0
5776,646,585,4,0,0,0,0,54,6
5777,3442,3346,0,5,0,0,0,57,68
5778,635,616,12,1,0,0,0,3,6
5819,9394,9037,20,11,83,0,0,165,156
5820,553,538,0,2,9,0,0,4,0
5821,1102,1073,4,4,0,0,0,0,42
5822,1590,1481,0,46,26,0,0,1,72
5824,1262,1211,2,4,5,0,0,19,42
5825,103,103,0,0,0,0,0,0,0
5826,918,854,1,0,0,0,0,10,106
5827,377,314,0,4,0,0,0,10,98
5828,2006,1955,0,0,13,0,0,18,40
5829,1663,1568,7,0,11,0,0,29,96
5830,1538,1453,2,3,5,0,36,3,72
5832,789,714,2,0,17,0,0,29,54
5833,267,264,0,0,0,0,0,3,0
5836,1201,1066,38,21,45,0,5,0,52
5837,372,362,2,3,0,0,0,5,0
5839,736,731,0,2,0,0,0,3,0
5841,411,400,0,0,0,0,0,11,0
5842,495,459,3,0,0,0,0,16,34
5843,2417,2321,18,0,4,0,0,22,104
5845,1264,1196,14,0,0,0,0,54,0
5846,1110,1058,11,0,15,0,0,4,44
5847,767,739,5,0,0,0,0,23,0
5850,288,152,52,0,0,0,0,0,168
5851,6605,6407,41,3,21,0,0,103,60
5853,508,463,0,0,0,0,0,42,6
5855,7103,6919,33,26,16,0,0,38,142
5857,2153,2037,0,6,4,0,0,95,22
5858,398,394,0,0,0,0,0,0,8
5859,1789,1710,14,43,5,0,0,0,34
5860,2723,2570,36,7,4,0,0,11,190
5862,275,262,6,6,0,0,0,0,2
5866,676,646,0,0,0,0,0,10,40
5867,916,861,9,0,0,0,0,24,44
5868,343,343,0,0,0,0,0,0,0
5871,1424,1331,10,6,3,0,0,5,138
5872,813,782,0,4,8,0,0,0,38
5873,645,618,18,0,0,0,0,6,6
5874,546,533,0,3,2,0,0,0,16
5875,477,457,0,0,0,0,0,20,0
5901,21,21,0,0,0,0,0,0,0
5902,207,200,0,0,0,0,0,0,14
5903,929,846,52,0,7,0,0,17,14
5904,164,155,0,9,0,0,0,0,0
5905,705,678,1,4,4,0,2,14,4
5906,1286,1247,0,0,0,0,4,24,22
5907,127,126,0,0,1,0,0,0,0
6001,18561,15321,53,0,2333,0,44,607,406
6002,20848,6439,12192,13,334,0,72,1072,1452
6010,60498,46467,2377,59,1095,43,47,8902,3016
6013,9598,8942,57,0,238,0,0,281,160
6016,7003,5458,538,0,171,0,1,616,438
6018,2892,2700,25,0,0,0,0,167,0
6019,10309,8869,209,0,446,0,11,631,286
6020,0,0,0,0,0,0,0,0,0
6021,380,350,0,0,8,0,0,22,0
6022,30,13,0,0,0,0,0,0,34
6023,1314,1137,0,0,11,0,0,149,34
6024,444,429,0,0,8,0,0,0,14
6026,5220,4445,110,0,141,0,13,314,394
6027,1495,1367,2,87,18,0,3,7,22
6029,15880,14002,262,0,830,0,21,572,386
6031,1452,1354,35,0,3,0,0,47,26
6032,17449,13793,442,80,1936,0,42,863,586
6033,28769,23893,495,74,2239,0,104,1509,910
6035,7762,7331,29,0,164,0,55,65,236
6037,19270,17644,194,0,340,0,16,881,390
6039,1932,1775,31,0,8,0,0,102,32
6040,34585,20247,5447,127,2634,0,50,4909,2342
6042,23587,13355,2552,10,3852,0,178,2983,1314
6043,4947,4433,50,0,173,0,0,229,124
6051,29958,7952,4130,10,472,0,123,16594,1354
6052,8007,4731,1027,0,180,0,0,1959,220
6053,35125,18255,3212,30,1525,117,5,11319,1324
6057,6238,6077,54,20,0,0,0,69,36
6058,1509,1432,3,0,5,0,0,51,36
6059,0,0,0,0,0,0,0,0,0
6060,2594,2516,22,0,0,0,0,12,88
6061,51,51,0,0,0,0,0,0,0
6062,17805,14859,645,19,373,0,0,1685,448
6063,3121,2977,2,0,83,0,21,28,20
6065,769,764,5,0,0,0,0,0,0
6066,29250,22592,1659,18,1502,0,175,2542,1524
6067,20015,13915,854,0,3291,0,80,1241,1268
6068,1446,1342,6,0,13,0,2,81,4
6069,2374,2174,30,0,34,0,0,25,222
6070,15382,13570,347,214,480,0,10,636,250
6071,11433,9357,851,7,292,0,14,756,312
6073,5877,5382,18,0,270,0,0,171,72
6074,25802,20736,693,29,2627,0,0,1393,648
6076,12648,11658,101,0,172,0,0,452,530
6078,12442,9447,1265,9,337,0,15,1126,486
6081,1249,986,53,0,70,0,0,119,42
6082,44608,35666,2501,269,1132,0,56,3835,2298
6084,14838,13430,116,0,455,0,22,542,546
6085,7754,6294,64,0,915,0,18,392,142
6088,4406,3306,552,1,384,0,0,123,80
6089,3487,2957,11,0,214,0,0,305,0
6090,991,945,0,0,0,0,0,21,50
6091,150,113,0,0,0,0,0,37,0
6092,4255,3796,76,0,157,18,0,118,180
6093,3233,3129,10,0,0,0,0,94,0
6095,29103,13998,10306,10,1416,17,79,2832,890
6096,12563,10107,795,27,622,0,36,700,552
6098,12570,11125,239,144,87,0,0,824,302
6103,1716,1016,139,0,331,0,0,218,24
6105,19955,5372,7711,10,1272,0,162,4682,1492
6106,38296,6045,7517,5,946,0,421,22843,1038
6107,18627,16109,331,4,1056,0,53,796,556
6108,25270,6421,6887,17,903,0,1,10563,956
6109,26395,20862,1139,10,1205,0,40,2590,1098
6110,12359,6378,1286,10,1411,0,297,2623,708
6111,30603,23630,1504,75,1800,0,94,2992,1016
6112,21858,1658,16888,4,57,0,36,2783,864
6114,27993,3731,4751,12,968,0,133,17740,1316
6117,16669,12834,1066,65,1267,0,16,1128,586
6118,25584,11119,5569,7,1210,0,84,6768,1654
6119,16126,11190,1415,0,1065,0,0,2195,522
6120,14211,560,6626,29,50,0,5,6728,426
6160,0,0,0,0,0,0,0,0,0
6226,19696,9099,878,5,574,0,80,8734,652
6231,3663,3531,9,0,39,0,11,23,100
6232,3179,2968,65,0,0,5,0,92,98
6234,8275,7481,142,0,145,0,0,339,336
6235,2312,2189,0,0,0,0,0,97,52
6237,5442,5121,6,0,60,0,0,255,0
6238,12458,11681,69,0,89,0,92,398,258
6239,10747,9037,276,0,222,0,0,651,1122
6241,6922,6607,32,0,39,0,0,188,112
6242,1228,1170,0,0,4,0,0,31,46
6243,41,41,0,0,0,0,0,0,0
6247,2758,2594,6,3,5,0,0,101,98
6248,5887,5543,16,0,87,0,0,185,112
6249,7242,6892,32,0,30,0,0,124,328
6250,4891,4240,37,0,327,0,0,249,76
6254,1908,1801,12,6,8,0,0,47,68
6255,4343,4168,0,0,0,0,0,93,164
6256,2147,1590,102,0,10,0,0,445,0
6259,4457,4203,34,0,5,0,0,155,120
6260,9389,8870,13,0,13,9,0,274,420
6262,805,805,0,0,0,0,0,0,0
6263,241,233,0,0,0,0,0,0,16
6264,64,50,0,0,0,0,0,14,0
6266,457,423,17,0,5,0,0,2,20
6268,10712,8093,592,13,967,0,0,687,720
6269,10129,7438,559,0,1286,0,0,604,484
6277,4070,3868,12,5,45,0,0,31,218
6278,4385,4092,55,0,47,0,0,158,66
6279,5916,5152,33,0,333,0,0,310,176
6280,3153,2259,69,0,60,0,0,608,314
6281,6835,6645,0,0,40,0,0,46,208
6282,1079,911,0,0,0,0,0,114,108
6320,27201,12315,3732,6,674,36,55,8974,2818
6330,3305,2957,55,12,0,5,0,78,396
6331,5074,4923,52,0,39,0,0,20,80
6332,628,628,0,0,0,0,0,0,0
6333,7026,5799,82,0,556,0,0,503,172
6334,2530,2302,55,0,25,0,0,24,248
6335,6557,5786,96,0,113,0,0,391,342
6336,73,62,11,0,0,0,0,0,0
6339,8253,6283,235,355,229,0,47,534,1140
6340,31229,20538,2383,126,1932,0,64,4877,2618
6350,61,61,0,0,0,0,0,0,0
6351,16091,14389,211,97,620,0,0,398,752
6353,71,71,0,0,0,0,0,0,0
6354,6418,5243,169,0,291,7,0,547,322
6355,12369,11008,240,0,363,0,12,519,454
6357,11857,9634,517,0,336,0,8,973,778
6359,5353,4495,173,26,115,0,0,95,898
6360,37164,22902,3640,82,2748,0,54,5543,4390
6365,4693,4063,46,27,242,0,0,52,526
6370,7017,5633,72,100,353,0,34,443,764
6371,9661,9205,101,0,117,13,24,138,126
6373,348,330,0,0,0,0,0,0,36
6374,7334,6662,172,13,53,0,0,189,490
6375,3840,3390,77,0,91,0,0,165,234
6376,256,256,0,0,0,0,0,0,0
6377,2824,2707,0,0,0,0,0,73,88
6378,5405,5101,90,16,58,0,0,48,184
6379,8990,7990,57,0,222,0,6,479,472
6380,2673,1749,513,37,0,0,0,182,384
6382,12142,8434,828,148,991,0,35,1088,1236
6384,2753,2485,76,4,28,7,0,91,124
6385,15460,12797,472,93,678,0,0,1054,732
6387,360,360,0,0,0,0,0,0,0
6389,22,22,0,0,0,0,0,0,0
6390,230,223,0,0,0,0,0,3,8
6401,18936,11926,2166,0,285,0,14,4110,870
6403,6108,5476,115,0,38,0,0,433,92
6405,27937,24713,330,41,1189,0,73,1291,600
6409,394,380,0,0,0,0,0,14,0
6410,29214,23924,1252,46,2065,0,4,1221,1404
6412,4286,4054,28,0,92,0,0,94,36
6413,13024,11659,65,4,139,0,27,995,270
6414,93,93,0,0,0,0,0,0,0
6415,16822,15509,239,56,392,0,0,271,710
6416,14021,11315,894,0,283,0,0,1385,288
6417,4547,4130,130,8,99,0,0,164,32
6418,12717,8490,708,0,279,0,37,2992,422
6419,6441,6180,31,0,58,0,0,128,88
6420,4240,3736,129,30,207,0,36,102,0
6422,7292,6965,5,51,40,0,0,110,242
6423,5416,5043,132,0,0,0,0,209,64
6424,12926,11613,181,55,356,0,1,493,454
6426,3339,2893,217,0,89,0,0,19,242
6437,22377,20370,86,0,590,15,0,809,1014
6438,2777,2649,5,0,8,0,0,115,0
6441,5164,4674,62,0,295,0,0,102,62
6442,2855,2626,0,0,5,0,0,205,38
6443,18247,17055,110,0,538,0,10,165,738
6444,111,111,0,0,0,0,0,0,0
6447,6420,6018,68,11,51,0,0,254,36
6450,35063,22018,3266,17,879,0,46,8266,1142
6451,25307,15863,2476,18,195,0,28,6271,912
6455,3275,3138,2,0,70,0,0,54,22
6456,233,233,0,0,0,0,0,0,0
6457,46747,32486,6064,12,2639,0,29,4315,2404
6460,39166,32774,1216,3,1835,0,92,2626,1240
6461,14701,12258,337,6,975,0,0,994,262
6467,372,341,1,1,0,0,0,2,54
6468,19766,17558,33,15,901,0,0,837,844
6469,2771,2454,0,0,114,0,0,109,188
6470,16782,14630,218,39,431,0,0,1348,232
6471,7737,6830,102,0,330,0,0,305,340
6472,6750,6011,340,0,0,0,0,375,48
6473,24325,20194,844,0,1729,0,24,1235,598
6475,10162,8701,108,0,433,0,88,561,542
6477,13981,12133,265,0,947,0,9,338,578
6478,12972,11668,412,0,96,0,0,632,328
6479,9732,9337,47,0,64,0,0,260,48
6480,9391,8952,55,26,44,0,0,176,276
6481,1127,1086,0,0,0,0,3,38,0
6482,11248,10236,123,0,127,0,0,654,216
6483,16579,12864,327,0,453,0,0,2789,292
6484,41282,35884,610,7,1508,0,27,2762,968
6488,19675,17395,242,10,680,0,0,1058,580
6489,33473,30346,483,10,1105,0,0,1311,436
6492,45051,38315,726,11,1723,32,10,3594,1280
6498,6944,6321,67,0,16,0,183,319,76
6510,2649,1369,333,0,415,0,0,410,244
6511,51905,17525,20030,58,4393,23,276,7982,3236
6512,28254,20386,1797,68,1097,0,24,4566,632
6513,41546,12408,6752,73,656,0,114,20942,1202
6514,27546,11790,9454,0,1450,0,129,4104,1238
6515,19407,7865,7554,163,655,0,30,2557,1166
6516,55044,27949,11454,87,2168,0,266,11552,3136
6517,14653,9130,3173,134,683,0,28,1202,606
6518,19176,14702,1423,6,1103,0,32,1420,980
6519,15799,1996,5526,8,117,0,164,7596,784
6524,5526,4752,67,0,288,0,0,354,130
6525,8907,6821,205,0,1330,0,13,415,246
6604,29363,8556,7382,57,1303,55,166,11206,1276
6605,24744,5717,7995,67,914,0,167,9372,1024
6606,47642,13011,16336,133,938,0,606,15416,2404
6607,8802,381,4193,10,412,0,57,3644,210
6608,14115,428,4527,0,154,0,29,8520,914
6610,22920,3510,8374,31,821,11,32,9762,758
6611,36455,28778,1549,54,2221,0,99,3057,1394
6612,7607,7008,1,0,189,0,0,370,78
6614,34510,24637,3178,100,1097,38,31,4616,1626
6615,18019,9176,4353,236,603,0,0,3430,442
6702,2839,827,507,0,57,0,0,1401,94
6704,25950,6648,6593,0,137,13,54,11645,1720
6705,25995,11130,4409,0,1290,28,138,7923,2154
6706,15016,5285,1921,0,630,0,119,6832,458
6708,28654,15691,3949,5,487,0,477,7219,1652
6710,10803,2430,2187,12,272,0,105,5597,400
6712,9748,8743,427,0,25,0,0,414,278
6716,16696,15254,387,0,226,0,1,701,254
6750,1164,1104,4,0,19,0,0,20,34
6751,3436,3303,34,0,11,0,0,32,112
6752,1681,1528,65,0,13,0,2,41,64
6754,1772,1569,0,0,33,0,0,132,76
6755,1014,811,0,0,37,0,0,166,0
6756,2820,2558,23,0,11,0,21,181,52
6757,2160,1839,172,0,11,0,16,51,142
6758,369,359,0,0,0,0,0,10,0
6759,5667,5260,49,0,28,0,0,268,124
6762,7654,6631,79,0,427,0,0,405,224
6763,1998,1897,0,0,13,0,0,67,42
6770,31713,23530,2125,17,946,0,15,3738,2684
6776,26285,22591,342,0,772,0,26,2118,872
6777,1391,1288,0,0,24,0,9,52,36
6778,1487,1338,2,16,36,0,0,95,0
6779,8205,7374,377,0,0,0,20,332,204
6782,2314,2185,9,0,4,0,0,116,0
6783,2231,2132,0,0,41,6,0,52,0
6784,3735,3513,0,11,112,0,0,70,58
6785,679,588,21,0,49,0,0,21,0
6786,9574,8523,249,44,8,0,14,592,288
6787,7869,7543,38,0,56,0,7,186,78
6790,35044,28894,879,12,1232,0,16,3379,1264
6791,5526,5316,23,0,107,0,0,53,54
6793,1295,1258,4,0,10,0,0,23,0
6794,1074,904,47,0,51,0,0,72,0
6795,13758,12905,34,0,302,0,12,493,24
6796,1043,981,0,0,21,0,0,27,28
6798,9686,8712,35,31,378,0,0,482,96
6801,19543,16382,423,5,1083,14,66,1378,384
6804,17170,14730,225,0,867,0,69,1073,412
6807,7140,5237,70,0,798,0,10,843,364
6810,52101,21934,2858,141,2970,49,1791,21596,1524
6811,32349,21676,2337,37,2164,0,1205,4337,1186
6812,14091,12558,99,0,183,0,0,1038,426
6820,21742,19208,143,30,1345,0,12,681,646
6824,35254,31068,398,0,1240,18,113,1564,1706
6825,21980,17412,429,7,1427,0,85,2089,1062
6830,25433,17263,1189,19,1885,18,30,4586,886
6831,14830,12290,479,33,793,0,0,879,712
6840,20357,17990,424,0,529,0,40,1075,598
6850,17804,10580,2209,62,1062,29,236,3562,128
6851,26831,17770,2427,69,1476,6,87,4585,822
6853,3709,3368,11,0,61,0,0,218,102
6854,31777,9585,6771,48,1561,18,52,13255,974
6855,8166,4497,1104,0,327,0,0,2195,86
6856,6,6,0,0,0,0,0,0,0
6870,7518,5769,16,0,652,0,64,782,470
6877,25231,22359,220,0,805,0,72,1347,856
6878,8094,6012,132,24,727,0,18,1014,334
6880,28120,24069,155,12,1893,0,33,1228,1460
6883,10369,9008,35,0,307,0,12,674,666
6890,4264,3776,48,9,95,0,0,256,160
6896,9249,8382,89,0,143,0,0,412,446
6897,18673,15968,195,5,1426,0,12,598,938
6901,7048,3067,1294,16,1235,15,16,1292,226
6902,69362,25442,13141,36,4728,0,172,24953,1780
6903,14527,11761,346,15,893,0,0,1262,500
6905,20411,13534,1424,22,2591,0,111,2276,906
6906,8902,4670,774,22,784,0,15,2514,246
6907,8368,5010,594,0,640,0,61,1753,620
7001,18244,6126,4385,37,3684,0,52,3681,558
7002,66719,32730,6472,49,5873,205,320,19751,2638
7003,48892,20648,8695,22,4612,15,340,13801,1518
7004,7584,6798,0,0,259,0,19,469,78
7005,15350,11866,287,0,1314,0,25,1512,692
7006,25712,21830,359,0,1538,0,9,1728,496
7008,24040,6732,3234,0,5482,0,136,8258,396
7009,12638,10260,651,0,904,14,0,693,232
7010,24861,11811,760,19,4116,13,172,7473,994
7011,41692,13201,3024,1,2034,0,149,22908,750
7012,11475,7118,366,36,1724,0,10,1865,712
7013,26934,15989,1111,21,3692,0,130,5787,408
7014,5195,2511,606,0,843,0,0,1215,40
7016,23972,19535,671,0,745,0,334,2390,594
7017,36304,698,30307,10,559,0,61,4460,418
7018,28922,825,25568,108,253,0,178,1533,914
7020,12165,5464,546,6,4324,26,24,1647,256
7021,2071,1786,7,0,82,0,0,119,154
7022,14422,4806,315,0,540,0,79,8443,478
7023,7648,5749,499,0,691,0,0,599,220
7024,37077,15397,692,108,15332,9,72,4855,1224
7026,31890,18021,1153,47,707,4,106,11399,906
7027,4365,3530,68,0,74,0,0,671,44
7028,7791,5798,392,0,441,0,0,891,538
7029,18667,5341,295,35,3715,0,123,9004,308
7030,54117,38182,968,6,4987,1,62,8777,2268
7031,15877,9638,383,0,1267,0,33,4390,332
7032,42443,17528,1591,81,2024,0,508,19953,1516
7033,8235,5214,147,10,508,0,0,2251,210
7034,9308,4919,401,4,2587,0,111,938,696
7035,10707,8549,211,0,554,0,33,1211,298
7036,43727,15770,12206,57,1639,0,320,12965,1540
7039,29955,20729,461,0,6714,55,90,1205,1402
7040,24543,12894,8119,28,675,0,234,1952,1282
7041,7283,4709,599,0,1377,0,0,423,350
7042,26323,12884,8439,0,813,0,93,2926,2336
7043,12689,10167,695,27,473,0,11,929,774
7044,13893,11613,362,0,864,0,13,790,502
7045,10732,8018,150,13,1814,0,0,536,402
7046,4309,3491,16,0,649,0,0,103,100
7047,63438,10650,1492,52,4198,0,242,46386,836
7050,30644,865,21127,0,420,17,372,7549,588
7052,47609,20674,12606,19,3755,4,203,9465,1766
7054,29889,13151,1417,50,11337,0,61,3288,1170
7055,71097,11178,4902,136,2386,55,127,52009,608
7057,11701,8856,381,20,672,0,9,1696,134
7058,5004,3201,20,0,1392,0,0,210,362
7059,15982,11698,123,22,2897,0,0,907,670
7060,46270,6462,12607,42,1233,0,1898,23416,1224
7062,12793,1556,7136,28,171,0,459,3275,336
7063,14031,1690,4648,4,409,0,962,6168,300
7064,4150,2182,354,0,534,0,0,1073,14
7065,29471,9866,8079,0,1060,0,216,9575,1350
7066,15595,12707,185,0,430,0,0,2131,284
7067,17751,12341,842,12,2474,0,64,1714,608
7068,5907,4763,0,0,568,0,0,433,286
7069,6133,4445,79,0,945,0,23,606,70
7070,18622,11187,418,14,3262,5,44,3128,1128
7071,21937,14619,192,17,1713,0,150,4981,530
7072,6268,3962,0,0,538,0,0,1671,194
7073,9433,5169,324,0,1772,35,20,1948,330
7074,2783,1553,0,0,229,0,0,845,312
7075,8350,5696,224,0,1158,0,0,1147,250
7076,24339,16851,2948,0,2082,0,133,1959,732
7077,2437,1628,241,0,143,0,0,415,20
7078,13097,9282,34,0,2890,0,125,481,570
7079,16503,9655,4281,0,832,0,55,1083,1194
7080,24106,12953,2569,0,4076,0,86,3988,868
7081,17528,12016,1416,0,1725,0,390,1828,306
7082,5214,4001,7,14,857,0,0,302,66
7083,55393,23152,15192,205,5923,6,1075,9268,1144
7086,14268,6844,368,30,1382,0,0,5365,558
7087,69954,9479,1393,12,2766,57,193,55573,962
7088,3305,213,2714,0,49,0,0,305,48
7090,30591,24550,987,0,1922,0,263,2324,1090
7092,6907,5888,113,0,482,0,59,257,216
7093,65078,10009,1462,59,4163,33,158,48774,840
7094,19279,9369,544,55,5675,0,114,3254,536
7095,19511,8031,2077,0,4301,0,154,4537,822
7102,12986,2005,6106,538,778,0,224,3160,350
7103,32610,1102,25176,17,607,0,362,5116,460
7104,51398,3176,12579,83,955,21,796,33550,476
7105,53323,18323,4079,148,267,8,2760,27274,928
7106,33140,1013,26651,21,1263,0,384,3391,834
7107,37797,2252,12336,73,511,15,381,21962,534
7108,21993,344,18380,23,79,0,59,3005,206
7109,36344,11893,3244,0,4024,0,321,16205,1314
7110,28722,19445,730,0,3330,0,124,4497,1192
7111,54715,1155,46929,20,816,16,20,5263,992
7112,26016,371,23908,0,288,0,58,1176,430
7114,13698,1600,7577,20,89,0,122,4261,58
7201,27005,3322,6667,0,163,0,324,16163,732
7202,41820,6079,4761,16,950,0,1625,27774,1230
7203,21746,3102,10767,0,342,6,526,6710,586
7204,13709,6658,1248,0,1144,0,803,3731,250
7205,22069,4101,11851,0,902,32,820,3824,1078
7206,28010,2398,5432,41,129,0,671,19005,668
7208,32499,5408,4985,0,1044,0,722,19981,718
7302,42861,17253,3319,29,12543,54,85,8037,3082
7304,43290,5712,15793,70,6440,38,538,14012,1374
7305,66229,6875,29589,196,11231,0,643,16633,2124
7306,55298,12055,6737,80,19213,32,149,15960,2144
7307,44317,10604,2489,39,9254,0,222,20989,1440
7310,13378,2616,770,92,8519,0,77,939,730
7311,420,310,27,0,25,0,0,58,0
7401,6820,5682,74,0,801,0,0,123,280
7403,8053,5963,174,39,318,0,29,1465,130
7405,17779,14021,39,16,937,0,0,2459,614
7407,20293,11188,1276,30,1690,19,119,5501,940
7410,33447,23766,363,26,4391,14,69,4577,482
7416,5521,4895,224,0,40,0,0,356,12
7417,10953,8780,195,5,915,27,14,835,364
7418,2267,2064,89,0,16,0,0,98,0
7419,8654,7713,259,0,214,0,0,353,230
7420,5248,3754,234,0,250,0,0,696,628
7421,7351,6158,98,170,129,0,261,462,146
7422,6466,5632,32,12,20,0,0,567,406
7423,4162,3440,1,0,290,0,0,357,148
7424,27066,18480,1134,83,1788,6,55,5006,1028
7430,26581,19697,792,36,3463,23,13,2327,460
7432,7336,6135,60,0,65,3,0,976,194
7435,2790,2445,0,0,145,0,0,96,208
7436,13145,11311,103,0,733,0,0,916,164
7438,11537,10073,110,0,145,0,15,927,534
7439,2500,2192,0,0,76,0,0,213,38
7440,4270,3679,22,0,63,0,14,342,300
7442,11205,8182,115,0,597,0,81,1898,664
7444,11229,10091,1,58,104,0,0,950,50
7446,15076,12594,19,0,1540,0,0,845,156
7450,25568,18727,412,23,3746,12,23,1984,1282
7452,11962,9358,102,32,1307,0,0,843,640
7456,12328,10442,162,207,508,0,39,831,278
7457,4238,3576,0,0,194,0,0,445,46
7458,11632,8369,591,0,1708,0,18,679,534
7460,3400,3242,9,0,18,0,0,118,26
7461,18643,16305,241,0,394,0,0,1222,962
7462,6559,5316,243,0,0,0,0,930,140
7463,9985,7855,169,0,819,0,0,994,296
7465,6743,5761,156,0,232,0,14,447,266
7470,55154,42453,893,33,4430,4,21,6654,1332
